Timestamp,Total
2023-10-01,115.625
2023-10-02,114.40625
2023-10-03,108.48958333333333
2023-10-04,117.58333333333333
2023-10-05,118.04166666666667
2023-10-06,114.86458333333333
2023-10-07,116.14583333333333
2023-10-08,116.33333333333333
2023-10-09,115.80208333333333
2023-10-10,120.40625
2023-10-11,118.16666666666667
2023-10-12,112.70833333333333
2023-10-13,109.15625
2023-10-14,112.1875
2023-10-15,113.91666666666667
2023-10-16,111.59375
2023-10-17,111.27083333333333
2023-10-18,117.65625
2023-10-19,114.10416666666667
2023-10-20,110.16666666666667
2023-10-21,112.95833333333333
2023-10-22,119.94791666666667
2023-10-23,111.20833333333333
2023-10-24,112.69791666666667
2023-10-25,114.03125
2023-10-26,115.79166666666667
2023-10-27,109.47916666666667
2023-10-28,113.67708333333333
2023-10-29,112.51041666666667
2023-10-30,114.16666666666667
2023-10-31,115.67708333333333
