Timestamp,Total
2023-10-08 04:00:00,113.725
2023-10-08 05:00:00,115.315
2023-10-08 06:00:00,116.85
2023-10-08 07:00:00,118.47
2023-10-08 08:00:00,118.48
2023-10-08 09:00:00,116.975
2023-10-08 10:00:00,115.905
2023-10-08 11:00:00,114.83
2023-10-08 12:00:00,114.19
2023-10-08 13:00:00,114.64
2023-10-08 14:00:00,115.56
2023-10-08 15:00:00,115.65
2023-10-08 16:00:00,117.31
2023-10-08 17:00:00,118.89
2023-10-08 18:00:00,118.265
2023-10-08 19:00:00,116.985
2023-10-08 20:00:00,116.3
2023-10-08 21:00:00,116.765
2023-10-08 22:00:00,115.525
2023-10-08 23:00:00,113.42
2023-10-09 00:00:00,113.51
2023-10-09 01:00:00,113.225
2023-10-09 02:00:00,113.28
2023-10-09 03:00:00,113.235
2023-10-09 04:00:00,114.115
2023-10-09 05:00:00,115.605
2023-10-09 06:00:00,117.32
2023-10-09 07:00:00,118.95
2023-10-09 08:00:00,118.64
2023-10-09 09:00:00,117.16
2023-10-09 10:00:00,115.84
2023-10-09 11:00:00,114.76
2023-10-09 12:00:00,114.27
2023-10-09 13:00:00,115.33
2023-10-09 14:00:00,115.895
2023-10-09 15:00:00,115.9
2023-10-09 16:00:00,116.585
2023-10-09 17:00:00,117.405
2023-10-09 18:00:00,117.53
2023-10-09 19:00:00,116.695
2023-10-09 20:00:00,115.745
2023-10-09 21:00:00,116.445
2023-10-09 22:00:00,115.115
2023-10-09 23:00:00,113.255
2023-10-10 00:00:00,113.415
2023-10-10 01:00:00,113.68
2023-10-10 02:00:00,113.93
2023-10-10 03:00:00,115.69
2023-10-10 04:00:00,117.57
2023-10-10 05:00:00,118.775
2023-10-10 06:00:00,120.405
2023-10-10 07:00:00,121.43
2023-10-10 08:00:00,121.535
2023-10-10 09:00:00,120.445
2023-10-10 10:00:00,118.835
2023-10-10 11:00:00,118.315
2023-10-10 12:00:00,117.19
2023-10-10 13:00:00,118.31
2023-10-10 14:00:00,118.72
2023-10-10 15:00:00,119.31
2023-10-10 16:00:00,120.68
2023-10-10 17:00:00,122.61
2023-10-10 18:00:00,121.87
2023-10-10 19:00:00,120.475
2023-10-10 20:00:00,119.64
2023-10-10 21:00:00,119.46
2023-10-10 22:00:00,117.33
2023-10-10 23:00:00,115.015
2023-10-11 00:00:00,114.86
2023-10-11 01:00:00,114.935
2023-10-11 02:00:00,114.82
2023-10-11 03:00:00,115.155
2023-10-11 04:00:00,116.565
2023-10-11 05:00:00,118.2
2023-10-11 06:00:00,120.12
2023-10-11 07:00:00,121.72
2023-10-11 08:00:00,121.97
2023-10-11 09:00:00,120.64
2023-10-11 10:00:00,119.385
2023-10-11 11:00:00,118.86
2023-10-11 12:00:00,118.39
2023-10-11 13:00:00,119.18
2023-10-11 14:00:00,120.0
2023-10-11 15:00:00,120.045
2023-10-11 16:00:00,121.65
2023-10-11 17:00:00,122.585
2023-10-11 18:00:00,122.375
2023-10-11 19:00:00,121.41
2023-10-11 20:00:00,119.835
2023-10-11 21:00:00,119.955
2023-10-11 22:00:00,118.41
2023-10-11 23:00:00,116.265
2023-10-12 00:00:00,116.38
2023-10-12 01:00:00,116.225
2023-10-12 02:00:00,116.105
2023-10-12 03:00:00,115.81
2023-10-12 04:00:00,116.75
2023-10-12 05:00:00,117.09
2023-10-12 06:00:00,118.205
2023-10-12 07:00:00,119.955
2023-10-12 08:00:00,119.65
2023-10-12 09:00:00,118.365
2023-10-12 10:00:00,116.54
2023-10-12 11:00:00,115.75
2023-10-12 12:00:00,115.445
2023-10-12 13:00:00,115.375
2023-10-12 14:00:00,116.395
2023-10-12 15:00:00,116.08
2023-10-12 16:00:00,117.505
2023-10-12 17:00:00,118.45
2023-10-12 18:00:00,118.24
2023-10-12 19:00:00,116.565
2023-10-12 20:00:00,115.54
2023-10-12 21:00:00,115.45
2023-10-12 22:00:00,113.88
2023-10-12 23:00:00,112.37
2023-10-13 00:00:00,112.295
2023-10-13 01:00:00,112.405
2023-10-13 02:00:00,112.53
2023-10-13 03:00:00,112.52
2023-10-13 04:00:00,112.855
2023-10-13 05:00:00,113.645
2023-10-13 06:00:00,112.675
2023-10-13 07:00:00,111.6
2023-10-13 08:00:00,109.54
2023-10-13 09:00:00,109.26
2023-10-13 10:00:00,110.165
2023-10-13 11:00:00,112.365
2023-10-13 12:00:00,114.825
2023-10-13 13:00:00,117.775
2023-10-13 14:00:00,120.735
2023-10-13 15:00:00,121.37
2023-10-13 16:00:00,120.96
2023-10-13 17:00:00,120.415
2023-10-13 18:00:00,118.82
2023-10-13 19:00:00,116.54
2023-10-13 20:00:00,113.965
2023-10-13 21:00:00,112.155
2023-10-13 22:00:00,110.39
2023-10-13 23:00:00,108.21
2023-10-14 00:00:00,108.43
2023-10-14 01:00:00,108.33
2023-10-14 02:00:00,107.975
2023-10-14 03:00:00,108.35
2023-10-14 04:00:00,109.14
2023-10-14 05:00:00,110.985
2023-10-14 06:00:00,112.64
2023-10-14 07:00:00,113.595
2023-10-14 08:00:00,113.78
2023-10-14 09:00:00,111.975
2023-10-14 10:00:00,109.925
2023-10-14 11:00:00,109.585
2023-10-14 12:00:00,109.265
2023-10-14 13:00:00,109.985
2023-10-14 14:00:00,110.505
2023-10-14 15:00:00,110.68
2023-10-14 16:00:00,111.825
2023-10-14 17:00:00,113.8
2023-10-14 18:00:00,113.515
2023-10-14 19:00:00,112.275
2023-10-14 20:00:00,111.0
2023-10-14 21:00:00,111.13
2023-10-14 22:00:00,109.765
2023-10-14 23:00:00,108.135
2023-10-15 00:00:00,108.105
2023-10-15 01:00:00,108.11
2023-10-15 02:00:00,108.15
2023-10-15 03:00:00,108.295
2023-10-15 04:00:00,109.415
2023-10-15 05:00:00,110.655
2023-10-15 06:00:00,113.15
2023-10-15 07:00:00,114.905
2023-10-15 08:00:00,117.245
2023-10-15 09:00:00,118.345
2023-10-15 10:00:00,118.74
